Customer No.,Exposure at Default (in lakh Rs.),Recovery (%),Probability of Default,Money Lost,Non Defaulter,MoneyLOST,E
412,20.3,15.49%,0.0087,17.15553,0.9913,0,0.149253111
413,22.85,28.12%,0.0091,16.42458,0.9909,0,0.149463678
414,2.15,23.14%,0.0097,1.65249,0.9903,0,0.016029153
415,22.73,37.87%,0.0083,14.122149,0.9917,0,0.117213837
416,22.63,2.74%,0.0015,22.009938,0.9985,0,0.033014907
417,23.48,39.50%,0.0079,14.2054,0.9921,0,0.11222266
418,2.23,21.37%,0.0055,1.753449,0.9945,0,0.00964397
419,1.38,37.92%,0.0096,0.856704,0.9904,0,0.008224358
420,16.04,18.19%,0.0072,13.122324,0.9928,0,0.094480733
421,17.37,31.79%,0.0063,11.848077,0.9937,0,0.074642885
422,4.09,3.06%,0.0002,3.964846,0.9998,0,0.000792969
423,9.84,28.29%,0.0071,7.056264,0.9929,0,0.050099474
424,0.88,37.64%,0.0049,0.548768,0.9951,0,0.002688963
425,24.91,35.30%,0.0075,16.11677,0.9925,0,0.120875775
426,15.98,20.84%,0.0073,12.649768,0.9927,0,0.092343306
427,16.38,32.55%,0.0079,11.04831,0.9921,0,0.087281649
428,15.55,13.85%,0.0039,13.396325,0.9961,0,0.052245668
429,12.22,0.72%,0.0003,12.132016,0.9997,0,0.003639605
430,0.91,38.70%,0.0022,0.55783,0.9978,0,0.001227226
431,12.92,33.15%,0.0037,8.63702,0.9963,0,0.031956974
432,14.55,6.09%,0.0007,13.663905,0.9993,0,0.009564734
433,8.76,1.79%,0.0015,8.603196,0.9985,0,0.012904794
434,16.71,13.29%,0.0036,14.489241,0.9964,0,0.052161268
435,13.01,30.73%,0.0093,9.012027,0.9907,0,0.083811851
436,18.33,12.63%,0.0079,16.014921,0.9921,0,0.126517876
437,9.93,12.86%,0.0008,8.653002,0.9992,0,0.006922402
438,22.13,24.80%,0.0018,16.64176,0.9982,0,0.029955168
439,5.31,1.90%,0.001,5.20911,0.999,0,0.00520911
440,23.31,8.43%,0.0058,21.344967,0.9942,0,0.123800809
441,0.87,38.23%,0.006,0.537399,0.994,0,0.003224394
442,7.52,32.11%,0.0075,5.105328,0.9925,0,0.03828996
443,12.35,29.90%,0.0056,8.65735,0.9944,0,0.04848116
444,17.93,32.76%,0.0064,12.056132,0.9936,0,0.077159245
445,14.02,38.14%,0.005,8.672772,0.995,0,0.04336386
446,11.96,35.81%,0.0044,7.677124,0.9956,0,0.033779346
447,2.86,18.07%,0.0088,2.343198,0.9912,0,0.020620142
448,12.56,22.77%,0.0007,9.700088,0.9993,0,0.006790062
449,16.34,17.66%,0.0063,13.454356,0.9937,0,0.084762443
450,3.94,35.51%,0.0088,2.540906,0.9912,0,0.022359973
451,16.18,24.11%,0.0066,12.279002,0.9934,0,0.081041413
452,9,27.26%,0.0094,6.5466,0.9906,0,0.06153804
453,10.55,25.64%,0.0045,7.84498,0.9955,0,0.03530241
454,12.74,7.88%,0.0029,11.736088,0.9971,0,0.034034655
455,13.42,16.30%,0.0099,11.23254,0.9901,0,0.111202146
456,7.85,12.29%,0.0062,6.885235,0.9938,0,0.042688457
457,20.62,30.72%,0.0071,14.285536,0.9929,0,0.101427306
458,8.74,23.78%,0.0093,6.661628,0.9907,0,0.06195314
459,22.31,27.44%,0.0086,16.188136,0.9914,0,0.13921797
460,18.03,39.31%,0.0018,10.942407,0.9982,0,0.019696333
461,9.26,11.70%,0.0061,8.17658,0.9939,0,0.049877138
462,16.42,4.95%,0.0029,15.60721,0.9971,0,0.045260909
463,17.44,7.15%,0.0044,16.19304,0.9956,0,0.071249376
464,13.68,5.65%,0.0045,12.90708,0.9955,0,0.05808186
465,0.87,16.26%,0.0072,0.728538,0.9928,0,0.005245474
466,11.86,21.94%,0.0086,9.257916,0.9914,0,0.079618078
467,7.23,19.56%,0.0084,5.815812,0.9916,0,0.048852821
468,3.76,22.15%,0.0031,2.92716,0.9969,0,0.009074196
469,19.91,8.86%,0.0079,18.145974,0.9921,0,0.143353195
470,19.8,39.34%,0.0099,12.01068,0.9901,0,0.118905732
471,20,14.32%,0.0071,17.136,0.9929,0,0.1216656
472,24.13,3.05%,0.0013,23.394035,0.9987,0,0.030412246
473,7.55,12.75%,0.009,6.587375,0.991,0,0.059286375
474,5.89,5.71%,0.0053,5.553681,0.9947,0,0.029434509
475,23.96,37.06%,0.0017,15.080424,0.9983,0,0.025636721
476,13.42,29.38%,0.0066,9.477204,0.9934,0,0.062549546
477,15.49,37.89%,0.0048,9.620839,0.9952,0,0.046180027
478,15.55,10.19%,0.0027,13.965455,0.9973,0,0.037706729
479,20.51,39.36%,0.0037,12.437264,0.9963,0,0.046017877
480,4.65,33.18%,0.0012,3.10713,0.9988,0,0.003728556
481,22.71,3.42%,0.0004,21.933318,0.9996,0,0.008773327
482,2.05,10.38%,0.0001,1.83721,0.9999,0,0.000183721
483,16.56,1.98%,0.0015,16.232112,0.9985,0,0.024348168
484,24.01,36.10%,0.0058,15.34239,0.9942,0,0.088985862
485,23.02,9.10%,0.0006,20.92518,0.9994,0,0.012555108
486,8.97,32.24%,0.0018,6.078072,0.9982,0,0.01094053
487,13.88,39.92%,0.006,8.339104,0.994,0,0.050034624
488,18.85,16.45%,0.0011,15.749175,0.9989,0,0.017324093
489,21.34,24.76%,0.0074,16.056216,0.9926,0,0.118815998
490,6.59,12.45%,0.0076,5.769545,0.9924,0,0.043848542
491,23.48,18.00%,0.0042,19.2536,0.9958,0,0.08086512
492,18.09,13.18%,0.0012,15.705738,0.9988,0,0.018846886
493,24.38,23.06%,0.0003,18.757972,0.9997,0,0.005627392
494,8.36,38.75%,0.0001,5.1205,0.9999,0,0.00051205
495,18.87,28.97%,0.0092,13.403361,0.9908,0,0.123310921
496,21.33,19.74%,0.0018,17.119458,0.9982,0,0.030815024
497,4.94,0.80%,0.0046,4.90048,0.9954,0,0.022542208
498,9.45,4.01%,0.0035,9.071055,0.9965,0,0.031748693
499,12.8,23.68%,0.0006,9.76896,0.9994,0,0.005861376
500,24.25,29.88%,0.0027,17.0041,0.9973,0,0.04591107
501,7.77,4.90%,0.0047,7.38927,0.9953,0,0.034729569
502,10.42,3.35%,0.0001,10.07093,0.9999,0,0.001007093
503,16.48,29.40%,0.0047,11.63488,0.9953,0,0.054683936
504,19.35,2.51%,0.009,18.864315,0.991,0,0.169778835
505,21.98,5.39%,0.0061,20.795278,0.9939,0,0.126851196
506,13.6,35.45%,0.0047,8.7788,0.9953,0,0.04126036
507,7.29,16.18%,0.004,6.110478,0.996,0,0.024441912
508,10.15,1.36%,0.0045,10.01196,0.9955,0,0.04505382
509,5.39,22.31%,0.0032,4.187491,0.9968,0,0.013399971
510,21.44,17.91%,0.0037,17.600096,0.9963,0,0.065120355
511,23.4,29.22%,0.005,16.56252,0.995,0,0.0828126
512,5.89,35.80%,0.0056,3.78138,0.9944,0,0.021175728
513,20.24,34.52%,0.0045,13.253152,0.9955,0,0.059639184
514,9.5,39.91%,0.0003,5.70855,0.9997,0,0.001712565
515,3.37,25.60%,0.0053,2.50728,0.9947,0,0.013288584
516,24.77,2.43%,0.0082,24.168089,0.9918,0,0.19817833
517,0.22,29.93%,0.0077,0.154154,0.9923,0,0.001186986
518,14.57,0.26%,0.0001,14.532118,0.9999,0,0.001453212
519,2.24,37.10%,0.0011,1.40896,0.9989,0,0.001549856
520,23.54,20.69%,0.0026,18.669574,0.9974,0,0.048540892
521,18.04,37.67%,0.0081,11.244332,0.9919,0,0.091079089
522,9.49,37.45%,0.0081,5.935995,0.9919,0,0.04808156
523,10.65,10.55%,0.0046,9.526425,0.9954,0,0.043821555
524,7.22,0.51%,0.0058,7.183178,0.9942,0,0.041662432
525,8,2.23%,0.0042,7.8216,0.9958,0,0.03285072
526,2.07,32.81%,0.0029,1.390833,0.9971,0,0.004033416
527,2.12,9.52%,0.003,1.918176,0.997,0,0.005754528
528,11.5,16.10%,0.0043,9.6485,0.9957,0,0.04148855
529,13.47,27.31%,0.0012,9.791343,0.9988,0,0.011749612
530,20.43,19.11%,0.0059,16.525827,0.9941,0,0.097502379
531,7.35,35.33%,0.0037,4.753245,0.9963,0,0.017587007
532,3.85,5.49%,0.0089,3.638635,0.9911,0,0.032383852
533,23.62,14.67%,0.0021,20.154946,0.9979,0,0.042325387
534,7.2,33.12%,0.0041,4.81536,0.9959,0,0.019742976
535,16,33.50%,0.002,10.64,0.998,0,0.02128
536,1.11,31.53%,0.0014,0.760017,0.9986,0,0.001064024
537,18.71,36.05%,0.0094,11.965045,0.9906,0,0.112471423
538,19.4,14.22%,0.0063,16.64132,0.9937,0,0.104840316
539,4.83,23.21%,0.0018,3.708957,0.9982,0,0.006676123
540,3.15,31.35%,0.0048,2.162475,0.9952,0,0.01037988
541,8.79,13.47%,0.0053,7.605987,0.9947,0,0.040311731
542,10.49,39.32%,0.0071,6.365332,0.9929,0,0.045193857
543,20.23,12.70%,0.0002,17.66079,0.9998,0,0.003532158
544,11.53,7.46%,0.0022,10.669862,0.9978,0,0.023473696
545,7.18,31.18%,0.0018,4.941276,0.9982,0,0.008894297
546,21.12,19.59%,0.0027,16.982592,0.9973,0,0.045852998
547,2.62,6.09%,0.0026,2.460442,0.9974,0,0.006397149
548,1.96,9.92%,0.0093,1.765568,0.9907,0,0.016419782
549,10.32,6.96%,0.0008,9.601728,0.9992,0,0.007681382
550,6.69,35.20%,0.0012,4.33512,0.9988,0,0.005202144
551,6.46,39.26%,0.0082,3.923804,0.9918,0,0.032175193
552,5.58,10.18%,0.0022,5.011956,0.9978,0,0.011026303
553,5.91,39.52%,0.0068,3.574368,0.9932,0,0.024305702
554,2.13,14.00%,0.0051,1.8318,0.9949,0,0.00934218
555,1.12,30.02%,0.0007,0.783776,0.9993,0,0.000548643
556,12.7,1.46%,0.0058,12.51458,0.9942,0,0.072584564
557,14.31,7.12%,0.0039,13.291128,0.9961,0,0.051835399
558,13.02,8.21%,0.0091,11.951058,0.9909,0,0.108754628
559,20.87,2.52%,0.0052,20.344076,0.9948,0,0.105789195
560,24.51,28.54%,0.0018,17.514846,0.9982,0,0.031526723
561,14.89,33.26%,0.0075,9.937586,0.9925,0,0.074531895
562,22.45,32.05%,0.0042,15.254775,0.9958,0,0.064070055
563,22.72,8.08%,0.0003,20.884224,0.9997,0,0.006265267
564,14.06,9.98%,0.004,12.656812,0.996,0,0.050627248
565,12.43,13.76%,0.0086,10.719632,0.9914,0,0.092188835
566,8.95,7.16%,0.0045,8.30918,0.9955,0,0.03739131
567,15.76,19.12%,0.0087,12.746688,0.9913,0,0.110896186
568,17.78,31.37%,0.0009,12.202414,0.9991,0,0.010982173
569,12.6,0.09%,0.0075,12.58866,0.9925,0,0.09441495
570,5.85,8.15%,0.0046,5.373225,0.9954,0,0.024716835
571,21.79,35.55%,0.0095,14.043655,0.9905,0,0.133414723
572,13.62,39.64%,0.0089,8.221032,0.9911,0,0.073167185
573,14.97,1.90%,0.0083,14.68557,0.9917,0,0.121890231
574,5.5,9.26%,0.0078,4.9907,0.9922,0,0.03892746
575,13.66,35.43%,0.0088,8.820262,0.9912,0,0.077618306
576,15.63,1.91%,0.002,15.331467,0.998,0,0.030662934
577,8.17,39.39%,0.0016,4.951837,0.9984,0,0.007922939
578,18.91,21.49%,0.004,14.846241,0.996,0,0.059384964
579,22.32,21.83%,0.0063,17.447544,0.9937,0,0.109919527
580,14.23,1.35%,0.0002,14.037895,0.9998,0,0.002807579
581,15.65,10.73%,0.0066,13.970755,0.9934,0,0.092206983
582,24.99,33.48%,0.001,16.623348,0.999,0,0.016623348
583,12.15,31.59%,0.0053,8.311815,0.9947,0,0.04405262
584,17.66,23.34%,0.0019,13.538156,0.9981,0,0.025722496
585,4.01,37.85%,0.0016,2.492215,0.9984,0,0.003987544
586,19.36,3.05%,0.0032,18.76952,0.9968,0,0.060062464
587,2.14,12.72%,0.0089,1.867792,0.9911,0,0.016623349
588,1.39,8.89%,0.0033,1.266429,0.9967,0,0.004179216
589,9.61,11.12%,0.0057,8.541368,0.9943,0,0.048685798
590,7.43,21.73%,0.0063,5.815461,0.9937,0,0.036637404
591,15.2,34.75%,0.0074,9.918,0.9926,0,0.0733932
592,8.56,31.22%,0.009,5.887568,0.991,0,0.052988112
593,6.31,17.03%,0.0026,5.235407,0.9974,0,0.013612058
594,20.51,22.63%,0.0067,15.868587,0.9933,0,0.106319533
595,2.83,39.82%,0.005,1.703094,0.995,0,0.00851547
596,19.55,21.11%,0.0026,15.422995,0.9974,0,0.040099787
597,23.26,25.28%,0.0088,17.379872,0.9912,0,0.152942874
598,6.74,22.34%,0.0093,5.234284,0.9907,0,0.048678841
599,10.15,14.27%,0.0036,8.701595,0.9964,0,0.031325742
600,15.94,39.18%,0.0034,9.694708,0.9966,0,0.032962007
601,2.22,4.55%,0.0014,2.11899,0.9986,0,0.002966586
602,3.32,25.28%,0.0036,2.480704,0.9964,0,0.008930534
603,12.34,37.73%,0.0019,7.684118,0.9981,0,0.014599824
604,18.92,16.51%,0.0061,15.796308,0.9939,0,0.096357479
605,7.98,18.90%,0.0035,6.47178,0.9965,0,0.02265123
606,22.43,10.91%,0.002,19.982887,0.998,0,0.039965774
607,22.84,34.05%,0.0004,15.06298,0.9996,0,0.006025192
608,22.94,32.37%,0.0099,15.514322,0.9901,0,0.153591788
609,2.88,37.48%,0.0086,1.800576,0.9914,0,0.015484954
610,1.26,31.48%,0.0019,0.863352,0.9981,0,0.001640369
611,10.7,7.26%,0.0083,9.92318,0.9917,0,0.082362394
612,24.99,28.26%,0.0085,17.927826,0.9915,0,0.152386521
613,15.68,0.93%,0.0077,15.534176,0.9923,0,0.119613155
614,10.69,32.08%,0.0028,7.260648,0.9972,0,0.020329814
615,14.59,39.93%,0.0032,8.764213,0.9968,0,0.028045482
616,20.32,0.01%,0.0099,20.317968,0.9901,0,0.201147883
617,2.19,14.69%,0.0026,1.868289,0.9974,0,0.004857551
618,19.88,7.52%,0.0059,18.385024,0.9941,0,0.108471642
619,11.73,36.89%,0.0028,7.402803,0.9972,0,0.020727848
620,6.01,5.49%,0.0045,5.680051,0.9955,0,0.02556023
621,23.58,23.95%,0.0051,17.93259,0.9949,0,0.091456209
622,23.83,20.17%,0.0001,19.023489,0.9999,0,0.001902349
623,23.15,28.62%,0.0041,16.52447,0.9959,0,0.067750327
624,15.41,29.03%,0.0078,10.936477,0.9922,0,0.085304521
625,7.2,17.47%,0.0087,5.94216,0.9913,0,0.051696792
626,1.56,39.78%,0.0021,0.939432,0.9979,0,0.001972807
627,1.5,30.67%,0.0033,1.03995,0.9967,0,0.003431835
628,23.77,10.07%,0.0067,21.376361,0.9933,0,0.143221619
629,3.52,19.13%,0.0018,2.846624,0.9982,0,0.005123923
630,6.64,32.31%,0.0029,4.494616,0.9971,0,0.013034386
631,10.35,2.42%,0.0038,10.09953,0.9962,0,0.038378214
632,14.27,1.53%,0.0031,14.051669,0.9969,0,0.043560174
633,5.41,18.77%,0.0027,4.394543,0.9973,0,0.011865266
634,4.08,10.79%,0.0057,3.639768,0.9943,0,0.020746678
635,24.93,39.55%,0.009,15.070185,0.991,0,0.135631665
636,22.98,34.75%,0.0021,14.99445,0.9979,0,0.031488345
637,1.3,36.81%,0.0026,0.82147,0.9974,0,0.002135822
638,18.38,8.72%,0.0039,16.777264,0.9961,0,0.06543133
639,0,8.57%,0.0075,0,0.9925,0,0
640,7.83,24.40%,0.0084,5.91948,0.9916,0,0.049723632
641,9.97,4.62%,0.0035,9.509386,0.9965,0,0.033282851
642,7.13,23.22%,0.0037,5.474414,0.9963,0,0.020255332
643,13.02,31.24%,0.0096,8.952552,0.9904,0,0.085944499
644,23.3,34.18%,0.0044,15.33606,0.9956,0,0.067478664
645,6.8,27.86%,0.0053,4.90552,0.9947,0,0.025999256
646,14.87,17.15%,0.0058,12.319795,0.9942,0,0.071454811
647,22.26,32.21%,0.0081,15.090054,0.9919,0,0.122229437
648,12.31,36.40%,0.0024,7.82916,0.9976,0,0.018789984
649,3.97,35.55%,0.0076,2.558665,0.9924,0,0.019445854
650,22.04,16.61%,0.0058,18.379156,0.9942,0,0.106599105
651,20.76,4.03%,0.01,19.923372,0.99,0,0.19923372
652,16.64,38.56%,0.0011,10.223616,0.9989,0,0.011245978
653,8.03,1.72%,0.0005,7.891884,0.9995,0,0.003945942
654,18.6,37.43%,0.0059,11.63802,0.9941,0,0.068664318
655,10.22,5.50%,0.0094,9.6579,0.9906,0,0.09078426
656,3.91,11.23%,0.0071,3.470907,0.9929,0,0.02464344
657,20.98,19.77%,0.0051,16.832254,0.9949,0,0.085844495
658,14.78,27.75%,0.0012,10.67855,0.9988,0,0.01281426
659,13.96,23.55%,0.0058,10.67242,0.9942,0,0.061900036
660,14.59,34.45%,0.0068,9.563745,0.9932,0,0.065033466
661,21.5,8.60%,0.0073,19.651,0.9927,0,0.1434523
662,1.14,29.92%,0.0048,0.798912,0.9952,0,0.003834778
663,16.39,1.85%,0.0096,16.086785,0.9904,0,0.154433136
664,6.42,6.22%,0.0096,6.020676,0.9904,0,0.05779849
665,2.4,2.75%,0.0003,2.334,0.9997,0,0.0007002
666,20.78,19.53%,0.0055,16.721666,0.9945,0,0.091969163
667,22.66,29.08%,0.0071,16.070472,0.9929,0,0.114100351
668,24.74,2.87%,0.0038,24.029962,0.9962,0,0.091313856
669,3.93,1.11%,0.0021,3.886377,0.9979,0,0.008161392
670,21.43,36.61%,0.0042,13.584477,0.9958,0,0.057054803
671,22.91,21.41%,0.0079,18.004969,0.9921,0,0.142239255
672,0.86,19.70%,0.0043,0.69058,0.9957,0,0.002969494
673,0.06,3.13%,0.0087,0.058122,0.9913,0,0.000505661
674,12.8,24.41%,0.0083,9.67552,0.9917,0,0.080306816
675,2.57,39.55%,0.0042,1.553565,0.9958,0,0.006524973
676,17.85,2.58%,0.0062,17.38947,0.9938,0,0.107814714
677,12.15,39.47%,0.0071,7.354395,0.9929,0,0.052216205
678,1.4,2.10%,0.002,1.3706,0.998,0,0.0027412
679,1.31,38.88%,0.0047,0.800672,0.9953,0,0.003763158
680,18.73,37.20%,0.0001,11.76244,0.9999,0,0.001176244
681,1.59,11.64%,0.002,1.404924,0.998,0,0.002809848
682,7.71,8.41%,0.0045,7.061589,0.9955,0,0.031777151
683,18.51,17.98%,0.0089,15.181902,0.9911,0,0.135118928
684,21.6,23.93%,0.009,16.43112,0.991,0,0.14788008
685,5.46,21.40%,0.0051,4.29156,0.9949,0,0.021886956
686,20.62,6.67%,0.0088,19.244646,0.9912,0,0.169352885
687,6.07,23.74%,0.0067,4.628982,0.9933,0,0.031014179
688,9.08,14.56%,0.0051,7.757952,0.9949,0,0.039565555
689,18.08,5.58%,0.0082,17.071136,0.9918,0,0.139983315
690,20.78,20.32%,0.0023,16.557504,0.9977,0,0.038082259
691,8.05,3.29%,0.0026,7.785155,0.9974,0,0.020241403
692,17.38,29.54%,0.0083,12.245948,0.9917,0,0.101641368
693,7.04,8.39%,0.0069,6.449344,0.9931,0,0.044500474
694,17.03,7.63%,0.0007,15.730611,0.9993,0,0.011011428
695,12.17,38.75%,0.0092,7.454125,0.9908,0,0.06857795
696,19.65,29.49%,0.0098,13.855215,0.9902,0,0.135781107
697,12.67,16.75%,0.0036,10.547775,0.9964,0,0.03797199
698,9.55,14.84%,0.0098,8.13278,0.9902,0,0.079701244
699,10.6,6.21%,0.0043,9.94174,0.9957,0,0.042749482
700,7.85,21.15%,0.0082,6.189725,0.9918,0,0.050755745
701,17.87,30.92%,0.0033,12.344596,0.9967,0,0.040737167
702,17.14,27.64%,0.0064,12.402504,0.9936,0,0.079376026
703,24.95,17.29%,0.0018,20.636145,0.9982,0,0.037145061
704,6.03,29.22%,0.0095,4.268034,0.9905,0,0.040546323
705,8.26,22.56%,0.0083,6.396544,0.9917,0,0.053091315
706,12.74,37.06%,0.0099,8.018556,0.9901,0,0.079383704
707,6.52,19.86%,0.0067,5.225128,0.9933,0,0.035008358
708,9.84,35.21%,0.0051,6.375336,0.9949,0,0.032514214
709,15.11,23.98%,0.0045,11.486622,0.9955,0,0.051689799
710,24.68,36.20%,0.003,15.74584,0.997,0,0.04723752
711,5.96,20.18%,0.0013,4.757272,0.9987,0,0.006184454
712,1.92,37.09%,0.001,1.207872,0.999,0,0.001207872
713,16.03,38.86%,0.0077,9.800742,0.9923,0,0.075465713
714,2.27,37.87%,0.0034,1.410351,0.9966,0,0.004795193
715,15.86,39.96%,0.0009,9.522344,0.9991,0,0.00857011
716,19.72,15.60%,0.0014,16.64368,0.9986,0,0.023301152
717,3.33,30.95%,0.0013,2.299365,0.9987,0,0.002989175
718,5.03,32.94%,0.0006,3.373118,0.9994,0,0.002023871
719,3.14,15.18%,0.0059,2.663348,0.9941,0,0.015713753
720,4.53,10.91%,0.006,4.035777,0.994,0,0.024214662
721,1.27,36.91%,0.0099,0.801243,0.9901,0,0.007932306
722,19.85,22.18%,0.0098,15.44727,0.9902,0,0.151383246
723,16.3,31.51%,0.0024,11.16387,0.9976,0,0.026793288
724,5.01,26.52%,0.0005,3.681348,0.9995,0,0.001840674
725,21.5,25.66%,0.0065,15.9831,0.9935,0,0.10389015
726,0.13,17.69%,0.0063,0.107003,0.9937,0,0.000674119
727,8.97,2.73%,0.0047,8.725119,0.9953,0,0.041008059
728,17.51,28.85%,0.0097,12.458365,0.9903,0,0.120846141
729,11.12,23.70%,0.0057,8.48456,0.9943,0,0.048361992
730,2.87,8.30%,0.005,2.63179,0.995,0,0.01315895
731,2.37,11.72%,0.0093,2.092236,0.9907,0,0.019457795
732,0.78,23.60%,0.0009,0.59592,0.9991,0,0.000536328
733,14.09,28.42%,0.0005,10.085622,0.9995,0,0.005042811
734,21.78,0.25%,0.0056,21.72555,0.9944,0,0.12166308
735,10.47,18.84%,0.0066,8.497452,0.9934,0,0.056083183
736,12.12,0.35%,0.0049,12.07758,0.9951,0,0.059180142
737,18.47,25.17%,0.0014,13.821101,0.9986,0,0.019349541
738,0.77,31.03%,0.0069,0.531069,0.9931,0,0.003664376
739,14.79,4.66%,0.0023,14.100786,0.9977,0,0.032431808
740,22.3,4.40%,0.0076,21.3188,0.9924,0,0.16202288
741,17.04,28.22%,0.006,12.231312,0.994,0,0.073387872
742,22.59,29.22%,0.0059,15.989202,0.9941,0,0.094336292
743,9.42,14.66%,0.0097,8.039028,0.9903,0,0.077978572
744,23.44,26.26%,0.0089,17.284656,0.9911,0,0.153833438
745,0.96,37.37%,0.0019,0.601248,0.9981,0,0.001142371
746,17.72,32.88%,0.0064,11.893664,0.9936,0,0.07611945
747,2.38,4.11%,0.0072,2.282182,0.9928,0,0.01643171
748,19.49,38.76%,0.0076,11.935676,0.9924,0,0.090711138
749,24.88,17.99%,0.0025,20.404088,0.9975,0,0.05101022
750,24.52,30.27%,0.0058,17.097796,0.9942,0,0.099167217
751,1.56,29.39%,0.0056,1.101516,0.9944,0,0.00616849
752,23.45,30.78%,0.0059,16.23209,0.9941,0,0.095769331
753,24.07,7.95%,0.0093,22.156435,0.9907,0,0.206054846
754,7.27,20.46%,0.0027,5.782558,0.9973,0,0.015612907
755,7.38,15.80%,0.0041,6.21396,0.9959,0,0.025477236
756,18.62,25.16%,0.0036,13.935208,0.9964,0,0.050166749
757,2.61,33.77%,0.0059,1.728603,0.9941,0,0.010198758
758,7.53,8.45%,0.009,6.893715,0.991,0,0.062043435
759,6.15,3.79%,0.0062,5.916915,0.9938,0,0.036684873
760,3.7,28.15%,0.0063,2.65845,0.9937,0,0.016748235
761,1.38,3.14%,0.0059,1.336668,0.9941,0,0.007886341
762,22.57,39.37%,0.0061,13.684191,0.9939,0,0.083473565
763,9.85,6.53%,0.0097,9.206795,0.9903,0,0.089305912
764,21.95,1.38%,0.0005,21.64709,0.9995,0,0.010823545
765,14.38,10.55%,0.0014,12.86291,0.9986,0,0.018008074
766,15,9.71%,0.0042,13.5435,0.9958,0,0.0568827
767,20.61,5.10%,0.009,19.55889,0.991,0,0.17603001
768,3.81,39.48%,0.0018,2.305812,0.9982,0,0.004150462
769,7.42,10.90%,0.0048,6.61122,0.9952,0,0.031733856
770,22.31,36.15%,0.0094,14.244935,0.9906,0,0.133902389
771,4.63,21.60%,0.001,3.62992,0.999,0,0.00362992
772,1.19,32.93%,0.0083,0.798133,0.9917,0,0.006624504
773,12.97,22.99%,0.0069,9.988197,0.9931,0,0.068918559
774,23.41,30.08%,0.0002,16.368272,0.9998,0,0.003273654
775,20.66,38.84%,0.0083,12.635656,0.9917,0,0.104875945
776,6.2,33.31%,0.0075,4.13478,0.9925,0,0.03101085
777,4.17,32.71%,0.0033,2.805993,0.9967,0,0.009259777
778,11.45,27.84%,0.003,8.26232,0.997,0,0.02478696
779,14.4,17.75%,0.0069,11.844,0.9931,0,0.0817236
780,3.12,32.57%,0.0012,2.103816,0.9988,0,0.002524579
781,2.59,0.95%,0.0005,2.565395,0.9995,0,0.001282698
782,16.89,30.91%,0.0035,11.669301,0.9965,0,0.040842554
783,1.72,5.97%,0.0071,1.617316,0.9929,0,0.011482944
784,7.54,26.33%,0.0031,5.554718,0.9969,0,0.017219626
785,24.77,14.59%,0.0071,21.156057,0.9929,0,0.150208005
786,22.83,13.93%,0.0004,19.649781,0.9996,0,0.007859912
787,11.89,19.68%,0.0055,9.550048,0.9945,0,0.052525264
788,19.87,7.62%,0.0081,18.355906,0.9919,0,0.148682839
789,8.65,26.42%,0.0067,6.36467,0.9933,0,0.042643289
790,10.4,22.03%,0.0022,8.10888,0.9978,0,0.017839536
791,5.1,11.48%,0.003,4.51452,0.997,0,0.01354356
792,24.83,15.24%,0.0093,21.045908,0.9907,0,0.195726944
793,23.9,7.71%,0.0074,22.05731,0.9926,0,0.163224094
794,19.55,3.76%,0.0028,18.81492,0.9972,0,0.052681776
795,5.36,15.42%,0.0026,4.533488,0.9974,0,0.011787069
796,22.67,38.66%,0.002,13.905778,0.998,0,0.027811556
797,7.66,9.07%,0.0081,6.965238,0.9919,0,0.056418428
798,4.88,9.60%,0.0006,4.41152,0.9994,0,0.002646912
799,13.56,20.17%,0.001,10.824948,0.999,0,0.010824948
800,9.1,28.92%,0.0052,6.46828,0.9948,0,0.033635056
801,22.9,35.88%,0.0083,14.68348,0.9917,0,0.121872884
802,18.09,24.83%,0.0039,13.598253,0.9961,0,0.053033187
803,0.95,26.68%,0.0002,0.69654,0.9998,0,0.000139308
804,4,20.10%,0.005,3.196,0.995,0,0.01598
805,17.47,37.08%,0.0007,10.992124,0.9993,0,0.007694487
806,11.45,13.04%,0.0035,9.95692,0.9965,0,0.03484922
807,19.27,11.08%,0.0028,17.134884,0.9972,0,0.047977675
808,14.98,29.88%,0.0089,10.503976,0.9911,0,0.093485386
809,8.41,38.27%,0.004,5.191493,0.996,0,0.020765972
810,19.76,29.05%,0.0067,14.01972,0.9933,0,0.093932124
811,10.23,19.34%,0.0094,8.251518,0.9906,0,0.077564269
812,1.7,18.53%,0.0085,1.38499,0.9915,0,0.011772415
813,0.05,2.07%,0.0036,0.048965,0.9964,0,0.000176274
814,18.69,32.90%,0.0022,12.54099,0.9978,0,0.027590178
815,10.85,27.60%,0.0034,7.8554,0.9966,0,0.02670836
816,11.82,15.14%,0.0091,10.030452,0.9909,0,0.091277113
817,21.5,29.00%,0.0065,15.265,0.9935,0,0.0992225
818,22.28,24.18%,0.005,16.892696,0.995,0,0.08446348
819,21.52,34.78%,0.0051,14.035344,0.9949,0,0.071580254
820,22.34,39.05%,0.0086,13.61623,0.9914,0,0.117099578
821,15.23,19.83%,0.0021,12.209891,0.9979,0,0.025640771
822,4.88,19.80%,0.005,3.91376,0.995,0,0.0195688
823,23.73,9.61%,0.0073,21.449547,0.9927,0,0.156581693
824,13.48,0.58%,0.0058,13.401816,0.9942,0,0.077730533
